33059 32643
31479 29176
31090 30850
52358 51583
53928 33332
43246 29176
46209 43702
44930 33720
53922 43702
35017 39440
29723 28892
36711 36731
50091 47547
36711 36734
32037 30542
37553 32143
37678 33311
45936 36724
32405 30116
50004 37163
32408 32257
30039 30039
32876 49083
30125 30125
44155 38085
29444 28872
46254 46107
48492 52237
37710 33091
31417 38398
45251 45251
43599 43599
29481 28818
36711 36711
39679 33332
44373 33587
42957 36060
31803 29995
47536 49629
41191 40239
44774 32648
42850 36260
32532 32142
49335 29235
33176 28974
41754 29055
30724 44067
39073 38398
40487 41885
52472 33758
29235 30801
33927 28869
43438 29235
42055 33720
42224 30687
29083 32840
45164 33332
37436 37436
30701 31528
52748 54498
29365 34989
34703 31528
52874 32680
41565 32082
33927 28861
52061 38398
33395 31007
31312 28861
49629 52319
32464 33470
34649 39440
33690 30116
30193 28974
37489 35391
36717 38398
52007 39440
38398 32267
30349 28861
29389 35391
29151 31571
30060 32082
29723 28869
46468 37517
29723 28872
51363 43702
48430 48430
46287 45643
47913 33768
36018 38085
37293 33332
37210 38021
30394 32267
49804 30650
35566 30432
28869 29500
32585 29055
45731 41839
40059 47547
39333 37163
35017 40477
31053 30850
44513 47547
39307 33332
30740 31121
49994 50922
43246 44728
44963 30608
30905 51583
38398 56218
34620 32082
32111 32082
37106 30850
37284 39440
39111 31317
34320 31213
40317 32082
38398 32257
37387 37387
37848 30060
36576 36541
52044 39440
33963 38398
37306 33352
30990 32073
33927 28802
53359 37163
43202 37163
40428 37517
36149 33690
45711 37163
53626 29162
48742 33332
29977 30116
49761 33332
56032 44700
46827 46827
33671 31528
37111 33720
30990 32082
42541 42430
33829 33720
37346 35429
51620 39440
46119 41676
29783 29334
50895 33332
43960 38118
29407 28894
33936 32143
30141 31801
31528 30269
37165 31528
43229 43229
31928 41542
41887 36260
37426 29176
40202 38118
46722 46722
52748 54419
51712 29176
35571 33332
33673 33872
52736 34465
43532 35391
33601 32073
41489 40299
30157 28810
29078 28920
35185 34992
53332 32082
33091 29818
43999 40157
37517 32010
51634 49629
29921 42084
52366 44664
52964 34756
33935 32257
42220 37163
34481 32562
40730 40299
36576 36587
40400 32680
30268 29083
39001 40299
52313 34756
52366 44653
38876 37517
36260 37778
41089 41089
35571 33311
41279 41403
38117 36724
44106 33720
29235 30863
37306 33311
32930 43702
36523 38678
43602 38973
42072 42072
53470 44841
33511 29014
52215 51583
39843 39440
30060 46635
55322 51583
33989 29032
29235 30850
28810 30988
35810 33935
36936 45625
34756 53470
31317 31592
40299 43702
36082 33332
34887 33332
36219 32082
45451 28971
33027 33027
51942 29055
32073 30730
30950 30060
42652 33332
31225 28861
41010 39440
43960 38057
37165 31592
28872 31105
52748 54502
43494 43370
33720 43702
31504 28869
51663 32680
42487 38398
49848 34625
45442 45442
48804 43811
30063 48885
40715 53061
46967 29176
30863 32614
43493 43507
36082 33352
38343 34625
33515 32082
34887 33352
44074 44459
32266 42621
30440 32883
29176 34465
30316 30432
38841 38398
30950 29055
36522 38704
32883 43202
29977 30193
29382 31311
42416 40084
28810 40334
31796 32643
47078 45307
29176 34475
44074 44442
39440 51173
42802 41191
45451 28979
34448 34432
49893 37163
31592 36584
37517 32082
34252 32502
31805 29692
33288 32643
43701 32257
43702 32082
29407 28818
30162 29055
29385 33422
31528 29219
39298 37844
33470 37517
55444 37648
31618 32257
34215 32562
55434 32876
30146 33593
31213 33954
35992 33422
37937 32309
43922 38398
31213 33948
30706 33332
29424 40828
36481 29176
43532 50938
47065 49629
29189 29176
32566 31528
42212 34603
28800 34625
34245 28974
45142 44582
31528 29228
30266 29389
45694 34190
38843 38136
29921 42010
51992 40347
38331 36060
30268 30116
42126 34625
38324 33583
30162 30021
40604 37114
45707 46107
46913 46913
49372 29176
31528 29235
45730 53928
52748 29553
44108 33422
33394 31178
31213 33927
46389 43702
34603 35854
38674 29219
40623 38244
28924 33486
29976 29235
40938 40938
44503 40299
39239 34625
38496 39318
31417 28974
37525 40615
38973 43202
37562 40584
43702 32037
38649 37163
41602 51712
42950 34625
37834 34465
35707 34935
31684 28795
31272 32073
38616 31854
36343 34465
40478 33332
53886 38398
42084 40630
48320 33332
32257 36736
37114 33311
29411 29344
32257 36734
33292 33290
40900 36060
36385 36385
44008 37517
54722 36489
32213 29055
35666 37114
31566 29176
33760 33872
33760 33875
41257 37194
35161 41489
39160 38398
33140 40299
34992 32082
34813 32082
45116 37163
46328 37163
37714 49629
36678 34625
42177 29235
40333 33720
44564 43278
47960 38398
34020 29235
31287 30181
36520 36520
41994 39915
34722 30063
38496 40347
41749 38118
32639 32073
32257 36769
54838 44664
45268 45548
38499 29553
51321 51321
29921 32606
34795 43702
55957 39440
40604 37163
43541 43871
35391 41304
30608 52748
37005 29055
38402 39440
46675 46240
41191 39174
34887 33311
36082 33311
50970 39920
39971 29235
29189 29100
31272 32082
29377 30917
32482 32257
33332 39440
33332 39441
46303 46303
35666 37163
32257 36740
46937 47378
30488 36296
44073 29055
35429 34756
34951 29176
33332 40417
41431 40650
33067 50717
32179 30608
46302 46302
49646 38398
39504 38973
29176 34425
31337 30060
37114 33332
52597 32267
44642 37163
30160 30440
30701 31592
53462 51712
35483 45548
37844 54767
41058 34465
29235 30966
39962 38973
33523 40584
43438 44950
35204 35204
40105 33638
30687 30687
37844 40239
35938 32082
33145 32614
43164 45065
37448 33332
39431 33332
34990 34933
33820 28974
29055 49893
33826 31797
38330 48149
49629 52237
40615 45119
36729 34465
31721 31213
33104 30917
29055 35250
43599 43686
36306 34675
36724 42065
51983 46613
37163 43702
43289 34465
47960 28979
30116 36390
30615 31521
55842 32082
29235 29956
43229 33720
34569 31213
28974 43702
48325 49877
36660 34465
33332 39512
41754 29162
52989 49629
33060 31105
51924 33720
39756 39400
30163 29055
33104 29921
36381 34465
35984 29921
53021 37750
36149 33720
45949 32680
42890 38200
33332 39504
39807 39440
46254 46240
55154 30357
44009 37517
51576 32594
45802 29553
48868 46240
40490 42633
49483 35854
40573 28861
46303 46366
50097 49251
32179 29553
31417 38296
31704 34933
46232 33332
31948 30440
37856 37856
28869 30636
37856 37857
44075 44259
34064 34465
38973 33720
29975 29389
30390 30442
31469 48307
34990 34987
36338 41067
33551 32082
34990 34990
39042 29055
44582 32680
29235 29921
28869 29629
40155 43811
29975 30343
28869 30615
35324 34465
49917 33332
42940 38398
40400 32502
33927 28974
33927 28971
51259 30357
35130 32082
40019 33311
38398 32368
43532 50866
36060 44447
36260 37831
44443 34625
43313 43702
30638 34465
37158 37158
50146 49369
29132 32842
40730 40369
35970 29235
31612 30608
35130 32073
30161 30161
34065 34065
34533 34860
52365 44664
40428 37648
39937 34933
44970 33311
52748 54344
32680 37517
38860 37163
54571 38398
49497 31317
53134 53134
29554 29483
53514 38398
47547 45967
37878 28971
36027 32082
52748 54359
49959 49506
34252 32594
38996 34465
50849 39440
33488 35324
30269 29063
32778 29055
44442 34625
50991 53928
29976 30383
29078 28862
41401 33720
35236 32257
33058 44950
45370 30116
30740 31213
42487 28971
32037 30615
36724 32680
30461 31213
37998 37998
29078 28872
40417 44930
41746 51712
36214 29176
31528 29162
51712 29055
51969 49629
32502 39966
33673 33991
36578 36260
41306 37309
42655 35391
34293 34293
35726 33311
38330 38769
31493 38021
43493 43493
37052 37194
42355 34756
31528 29176
29417 32082
45077 45522
39791 37163
41702 34465
36936 45764
37600 32502
43426 46119
32062 32061
32062 32062
35358 33720
36723 32643
30551 33332
50108 49506
29417 32078
29235 30988
35385 49629
35901 35610
44533 36724
43495 43370
33673 33975
52499 51712
33217 33332
36404 29553
35726 33332
29078 28818
43826 33332
31528 30193
39762 55248
51631 45084
47769 37163
47054 29347
52748 30357
33111 33352
54692 37517
53519 55719
36471 36260
40975 40975
39886 44713
33091 29716
32952 32389
52366 30116
30551 33352
35636 31528
33021 31528
30441 42060
29235 29995
34065 34079
33339 32502
34318 29417
30807 31571
32340 32101
30440 32748
40239 39440
33601 32267
37517 46571
41602 36260
50561 45307
30317 30193
30801 28861
38973 43152
32257 46240
42864 32082
28810 29975
28810 29976
29176 34569
42477 45548
44204 28971
42259 38398
46722 32082
41614 32143
39322 32680
40170 39440
48145 33720
40619 47378
45596 38085
28971 41565
44267 44264
37186 34933
44267 44267
52748 54404
42121 42121
28872 31007
49079 33332
30673 34756
33693 34933
37284 29921
33429 32073
51899 46240
42817 38398
36380 34480
28810 29956
37640 34625
30268 30040
39351 38398
37703 30608
41286 34625
31183 34933
38079 30116
34243 38491
